@ERR4453633.104618,0
@ERR4453633.546391,0
@ERR4453633.735650,0
@ERR4453633.164940,0
@ERR4453633.27300,0
@ERR4453633.814657,0
@ERR4453633.305827,0
@ERR4453633.412104,0
@ERR4453633.764064,0
@ERR4453633.871482,0
@ERR4453633.456311,0
@ERR4453633.210717,0
@ERR4453633.11294,0
@ERR4453633.156140,0
@ERR4453633.58185,0
@ERR4453633.140122,0
@ERR4453633.869822,0
@ERR4453633.74503,0
@ERR4453633.752649,0
@ERR4453633.531142,0
@ERR4453633.266164,0
@ERR4453633.127098,0
@ERR4453633.718592,0
@ERR4453633.342382,0
@ERR4453633.183628,0
@ERR4453633.498180,0
@ERR4453633.857280,0
@ERR4453633.652512,0
@ERR4453633.43397,0
@ERR4453633.770280,0
@ERR4453633.329740,0
@ERR4453633.153624,0
@ERR4453633.356362,0
@ERR4453633.249411,0
@ERR4453633.173463,0
@ERR4453633.141174,0
@ERR4453633.895248,0
@ERR4453633.624204,0
@ERR4453633.808284,0
@ERR4453633.550257,0
@ERR4453633.749806,0
@ERR4453633.616597,0
@ERR4453633.246150,0
@ERR4453633.136634,0
@ERR4453633.483044,0
@ERR4453633.252372,0
@ERR4453633.650937,0
@ERR4453633.673769,0
@ERR4453633.493603,1
@ERR4453633.889570,1
@ERR4453633.842619,1
@ERR4453633.202203,2
@ERR4453633.126653,2
@ERR4453633.696028,2
@ERR4453633.524565,2
@ERR4453633.673088,2
@ERR4453633.406125,2
@ERR4453633.893979,2
@ERR4453633.336699,2
@ERR4453633.114600,2
@ERR4453633.345741,2
@ERR4453633.314691,2
@ERR4453633.507412,2
@ERR4453633.13844,2
@ERR4453633.444018,2
@ERR4453633.446507,2
@ERR4453633.477708,2
@ERR4453633.669256,2
@ERR4453633.594873,2
@ERR4453633.469304,2
@ERR4453633.505637,2
@ERR4453633.350732,2
@ERR4453633.267039,2
@ERR4453633.374521,2
@ERR4453633.86252,2
@ERR4453633.213992,2
@ERR4453633.791442,2
@ERR4453633.724238,2
@ERR4453633.378744,2
@ERR4453633.536455,2
@ERR4453633.154494,2
@ERR4453633.437206,2
@ERR4453633.563529,2
@ERR4453633.546066,2
@ERR4453633.264224,2
@ERR4453633.97998,2
@ERR4453633.159230,2
@ERR4453633.82838,2
@ERR4453633.452121,2
@ERR4453633.777859,2
@ERR4453633.658939,2
@ERR4453633.111701,2
@ERR4453633.42731,2
@ERR4453633.58021,2
@ERR4453633.908845,2
@ERR4453633.525323,2
@ERR4453633.851535,2
@ERR4453633.829626,2
@ERR4453633.278993,2
@ERR4453633.435196,2
@ERR4453633.559098,2
@ERR4453633.811632,2
@ERR4453633.88004,2
@ERR4453633.679693,2
@ERR4453633.604020,2
@ERR4453633.648716,2
@ERR4453633.474433,2
@ERR4453633.527669,2
@ERR4453633.519628,2
@ERR4453633.893891,2
@ERR4453633.726042,2
@ERR4453633.926094,2
@ERR4453633.312146,2
@ERR4453633.560954,2
@ERR4453633.701783,2
@ERR4453633.338561,2
@ERR4453633.737809,2
@ERR4453633.542130,2
@ERR4453633.645281,2
@ERR4453633.910197,2
@ERR4453633.408480,2
@ERR4453633.849062,2
@ERR4453633.697926,2
@ERR4453633.674441,2
@ERR4453633.235096,2
@ERR4453633.119594,2
@ERR4453633.422670,2
@ERR4453633.337734,2
@ERR4453633.856878,2
@ERR4453633.718553,2
@ERR4453633.698913,2
@ERR4453633.682955,2
@ERR4453633.98144,2
@ERR4453633.809036,2
@ERR4453633.189743,2
@ERR4453633.898637,2
@ERR4453633.431921,2
@ERR4453633.866511,2
@ERR4453633.152581,2
@ERR4453633.111716,2
@ERR4453633.462942,2
@ERR4453633.497600,2
@ERR4453633.448149,2
@ERR4453633.498634,2
@ERR4453633.872061,2
@ERR4453633.784681,2
@ERR4453633.810819,2
@ERR4453633.678305,2
@ERR4453633.587234,2
@ERR4453633.628363,2
@ERR4453633.99102,2
@ERR4453633.350324,2
@ERR4453633.55778,2
@ERR4453633.16301,2
@ERR4453633.214652,2
@ERR4453633.708189,2
@ERR4453633.675988,2
@ERR4453633.450485,2
@ERR4453633.121131,2
@ERR4453633.643905,2
@ERR4453633.729030,2
@ERR4453633.873702,2
@ERR4453633.783879,2
@ERR4453633.689894,2
@ERR4453633.14197,2
@ERR4453633.903918,2
@ERR4453633.112525,2
@ERR4453633.363442,2
@ERR4453633.722125,2
@ERR4453633.767459,2
@ERR4453633.206770,2
@ERR4453633.635675,2
@ERR4453633.665689,2
@ERR4453633.509921,2
@ERR4453633.25120,2
@ERR4453633.906130,2
@ERR4453633.593693,2
@ERR4453633.154881,2
@ERR4453633.257163,2
@ERR4453633.825548,2
@ERR4453633.398686,2
@ERR4453633.748361,2
@ERR4453633.421219,2
@ERR4453633.722809,2
@ERR4453633.523501,2
@ERR4453633.210053,2
@ERR4453633.493923,2
@ERR4453633.644281,2
@ERR4453633.759483,2
@ERR4453633.525564,2
@ERR4453633.349558,2
@ERR4453633.551488,2
@ERR4453633.434010,2
@ERR4453633.735015,2
@ERR4453633.292684,2
@ERR4453633.708262,2
@ERR4453633.813103,2
@ERR4453633.727185,2
@ERR4453633.175059,2
@ERR4453633.649950,2
@ERR4453633.813258,2
@ERR4453633.549695,2
@ERR4453633.448005,2
@ERR4453633.337048,2
@ERR4453633.411109,2
@ERR4453633.108949,2
@ERR4453633.641015,2
@ERR4453633.599151,2
@ERR4453633.677615,2
@ERR4453633.170442,2
@ERR4453633.302944,2
@ERR4453633.496871,2
@ERR4453633.250017,2
@ERR4453633.617228,2
@ERR4453633.347816,2
@ERR4453633.732867,2
@ERR4453633.336812,2
@ERR4453633.772335,2
@ERR4453633.263809,2
@ERR4453633.551348,2
@ERR4453633.884372,2
@ERR4453633.651795,2
@ERR4453633.729007,2
@ERR4453633.82845,2
@ERR4453633.663196,2
@ERR4453633.504506,2
@ERR4453633.793719,2
@ERR4453633.407379,2
@ERR4453633.424821,2
@ERR4453633.467500,2
@ERR4453633.635728,2
@ERR4453633.145521,2
@ERR4453633.819313,2
@ERR4453633.397755,2
@ERR4453633.63978,2
@ERR4453633.910305,2
@ERR4453633.710782,2
@ERR4453633.503581,2
@ERR4453633.399927,2
@ERR4453633.834723,2
@ERR4453633.108554,2
@ERR4453633.390445,2
@ERR4453633.564620,2
@ERR4453633.306423,2
@ERR4453633.235509,2
@ERR4453633.656884,2
@ERR4453633.900355,2
@ERR4453633.49344,2
@ERR4453633.817654,2
@ERR4453633.803377,2
@ERR4453633.30912,2
@ERR4453633.265830,2
@ERR4453633.233978,2
@ERR4453633.822753,2
@ERR4453633.510238,2
@ERR4453633.580208,2
@ERR4453633.220488,2
@ERR4453633.846537,2
@ERR4453633.389603,2
@ERR4453633.231850,2
@ERR4453633.864369,2
@ERR4453633.199645,2
@ERR4453633.64802,2
@ERR4453633.894176,2
@ERR4453633.541002,2
@ERR4453633.918437,2
@ERR4453633.667128,2
@ERR4453633.142375,2
@ERR4453633.178253,2
@ERR4453633.118843,2
@ERR4453633.743936,2
@ERR4453633.666151,2
@ERR4453633.290699,2
@ERR4453633.714596,2
@ERR4453633.893646,2
@ERR4453633.461112,2
@ERR4453633.676131,2
@ERR4453633.659776,2
@ERR4453633.405801,2
@ERR4453633.9707,2
@ERR4453633.646763,2
@ERR4453633.823318,2
@ERR4453633.578102,2
@ERR4453633.595956,2
@ERR4453633.271126,2
@ERR4453633.479637,2
@ERR4453633.129609,2
@ERR4453633.433765,2
@ERR4453633.774299,2
@ERR4453633.919276,2
@ERR4453633.637694,2
@ERR4453633.73138,2
@ERR4453633.651773,2
@ERR4453633.237252,2
@ERR4453633.198267,2
@ERR4453633.19235,2
@ERR4453633.622708,2
@ERR4453633.658500,2
@ERR4453633.160234,2
@ERR4453633.694070,2
@ERR4453633.863990,2
@ERR4453633.72388,2
@ERR4453633.96880,2
@ERR4453633.632466,2
@ERR4453633.759820,2
@ERR4453633.530064,2
@ERR4453633.608544,2
@ERR4453633.643527,2
@ERR4453633.119745,2
@ERR4453633.913234,2
@ERR4453633.189933,2
@ERR4453633.490145,2
@ERR4453633.450717,2
@ERR4453633.587357,2
@ERR4453633.876526,2
@ERR4453633.83342,2
@ERR4453633.861841,2
@ERR4453633.484120,2
@ERR4453633.877506,2
@ERR4453633.248880,2
@ERR4453633.201197,2
@ERR4453633.121558,2
@ERR4453633.479523,2
@ERR4453633.258373,2
@ERR4453633.183869,2
@ERR4453633.454777,2
@ERR4453633.188345,2
@ERR4453633.182345,2
@ERR4453633.731259,2
@ERR4453633.68509,2
@ERR4453633.699783,2
@ERR4453633.322858,2
@ERR4453633.47760,2
@ERR4453633.716163,2
@ERR4453633.608930,2
@ERR4453633.624495,2
@ERR4453633.438004,2
@ERR4453633.205904,2
@ERR4453633.692386,2
@ERR4453633.211658,2
@ERR4453633.69758,2
@ERR4453633.855787,2
@ERR4453633.67971,2
@ERR4453633.824274,2
@ERR4453633.36446,2
@ERR4453633.545823,2
@ERR4453633.583582,2
@ERR4453633.49115,2
@ERR4453633.467316,2
@ERR4453633.163650,2
@ERR4453633.316132,2
@ERR4453633.473511,2
@ERR4453633.66147,2
@ERR4453633.712955,2
@ERR4453633.169011,2
@ERR4453633.905251,2
@ERR4453633.554729,2
@ERR4453633.742820,2
@ERR4453633.259700,2
@ERR4453633.228443,2
@ERR4453633.348095,2
@ERR4453633.80614,2
@ERR4453633.912636,2
@ERR4453633.40835,2
@ERR4453633.179120,2
@ERR4453633.79030,2
@ERR4453633.815900,2
@ERR4453633.475324,2
@ERR4453633.828518,2
@ERR4453633.512887,2
@ERR4453633.884670,2
@ERR4453633.645176,2
@ERR4453633.188121,2
@ERR4453633.580921,2
@ERR4453633.141752,2
@ERR4453633.685373,2
@ERR4453633.40249,2
@ERR4453633.327324,2
@ERR4453633.339156,2
@ERR4453633.250114,2
@ERR4453633.617110,2
@ERR4453633.49349,2
@ERR4453633.328253,2
@ERR4453633.782569,2
@ERR4453633.597449,2
@ERR4453633.222303,2
@ERR4453633.417109,2
@ERR4453633.319352,2
@ERR4453633.882306,2
@ERR4453633.293256,2
@ERR4453633.592364,2
@ERR4453633.746826,2
@ERR4453633.581403,2
@ERR4453633.534654,2
@ERR4453633.369106,2
@ERR4453633.589191,2
@ERR4453633.770378,2
@ERR4453633.246967,2
@ERR4453633.860737,2
@ERR4453633.806189,2
@ERR4453633.862405,2
@ERR4453633.792741,2
@ERR4453633.221923,2
@ERR4453633.327581,2
@ERR4453633.874950,2
@ERR4453633.547151,2
@ERR4453633.279071,2
@ERR4453633.38360,2
@ERR4453633.791220,2
@ERR4453633.811017,2
@ERR4453633.763007,2
@ERR4453633.290588,2
@ERR4453633.185291,2
@ERR4453633.325077,2
@ERR4453633.66660,2
@ERR4453633.754468,2
@ERR4453633.525792,2
@ERR4453633.134014,2
@ERR4453633.794562,2
@ERR4453633.350500,2
@ERR4453633.671022,2
@ERR4453633.618319,2
@ERR4453633.366014,2
@ERR4453633.44782,2
@ERR4453633.807983,2
@ERR4453633.818827,2
@ERR4453633.629371,2
@ERR4453633.486450,2
@ERR4453633.475158,2
@ERR4453633.851962,2
@ERR4453633.406804,2
@ERR4453633.489995,2
@ERR4453633.689589,2
@ERR4453633.846489,2
@ERR4453633.413995,2
@ERR4453633.649017,2
@ERR4453633.650417,2
@ERR4453633.899569,2
@ERR4453633.221072,2
@ERR4453633.201544,2
@ERR4453633.817540,2
@ERR4453633.839955,2
@ERR4453633.401260,2
@ERR4453633.196173,2
@ERR4453633.131000,2
@ERR4453633.67805,2
@ERR4453633.401245,2
@ERR4453633.375193,2
@ERR4453633.42430,2
@ERR4453633.99800,2
@ERR4453633.271107,2
@ERR4453633.132834,2
@ERR4453633.375033,2
@ERR4453633.768725,2
@ERR4453633.803974,2
@ERR4453633.340180,2
@ERR4453633.578335,2
@ERR4453633.45678,2
@ERR4453633.523357,2
@ERR4453633.262019,2
@ERR4453633.429699,2
@ERR4453633.333701,2
@ERR4453633.330432,2
@ERR4453633.77728,2
@ERR4453633.140852,2
@ERR4453633.535561,2
@ERR4453633.483298,2
@ERR4453633.500260,2
@ERR4453633.354421,2
@ERR4453633.122803,2
@ERR4453633.578024,2
@ERR4453633.731097,2
@ERR4453633.425074,2
@ERR4453633.813027,2
@ERR4453633.278180,2
@ERR4453633.901062,2
@ERR4453633.408518,2
@ERR4453633.478364,2
@ERR4453633.349641,2
@ERR4453633.314211,2
@ERR4453633.559888,2
@ERR4453633.66612,2
@ERR4453633.447355,2
@ERR4453633.693952,2
@ERR4453633.376423,2
@ERR4453633.534371,2
@ERR4453633.875650,2
@ERR4453633.647093,2
@ERR4453633.127060,2
@ERR4453633.477497,2
@ERR4453633.202865,2
@ERR4453633.627683,2
@ERR4453633.400253,2
@ERR4453633.457115,2
@ERR4453633.897070,2
@ERR4453633.42832,2
@ERR4453633.914394,2
@ERR4453633.98436,2
@ERR4453633.61983,2
@ERR4453633.496258,2
@ERR4453633.32085,2
@ERR4453633.642478,2
@ERR4453633.250606,2
@ERR4453633.102005,2
@ERR4453633.21422,2
@ERR4453633.846954,2
@ERR4453633.336233,2
@ERR4453633.874988,2
@ERR4453633.153327,2
@ERR4453633.629103,2
@ERR4453633.907949,2
@ERR4453633.654187,2
@ERR4453633.453092,2
@ERR4453633.585999,2
@ERR4453633.364828,2
@ERR4453633.775665,2
@ERR4453633.25553,2
@ERR4453633.130403,2
@ERR4453633.103534,2
@ERR4453633.904837,2
@ERR4453633.612000,2
@ERR4453633.701796,2
@ERR4453633.195880,2
@ERR4453633.70018,2
@ERR4453633.847504,2
@ERR4453633.670549,2
@ERR4453633.882914,2
@ERR4453633.564853,2
@ERR4453633.135535,2
@ERR4453633.709508,2
@ERR4453633.327851,2
@ERR4453633.63520,2
@ERR4453633.228371,2
@ERR4453633.290957,2
@ERR4453633.818906,2
@ERR4453633.528698,2
@ERR4453633.370516,2
@ERR4453633.297608,2
@ERR4453633.151822,2
@ERR4453633.267409,2
@ERR4453633.51257,2
@ERR4453633.200637,2
@ERR4453633.254320,2
@ERR4453633.785128,2
@ERR4453633.780840,2
@ERR4453633.105602,2
@ERR4453633.333381,2
@ERR4453633.357939,2
@ERR4453633.797553,2
@ERR4453633.317348,2
@ERR4453633.368406,2
@ERR4453633.837762,2
@ERR4453633.458367,2
@ERR4453633.53160,2
@ERR4453633.592153,2
@ERR4453633.250323,2
@ERR4453633.475463,2
@ERR4453633.333517,2
@ERR4453633.51447,2
@ERR4453633.498066,2
@ERR4453633.182720,2
@ERR4453633.244008,2
@ERR4453633.788221,2
@ERR4453633.242825,2
@ERR4453633.869888,2
@ERR4453633.11297,2
@ERR4453633.731838,2
@ERR4453633.630163,2
@ERR4453633.72297,2
@ERR4453633.849320,2
@ERR4453633.798110,2
@ERR4453633.707918,2
@ERR4453633.874844,2
@ERR4453633.280245,2
@ERR4453633.231284,2
@ERR4453633.770675,2
@ERR4453633.690252,2
@ERR4453633.427096,2
@ERR4453633.143537,2
@ERR4453633.271834,2
@ERR4453633.93991,2
@ERR4453633.500108,2
@ERR4453633.457804,2
@ERR4453633.185696,2
@ERR4453633.839451,2
@ERR4453633.735990,2
@ERR4453633.669275,2
@ERR4453633.783687,2
@ERR4453633.82606,2
@ERR4453633.39469,2
@ERR4453633.547556,2
@ERR4453633.509250,2
@ERR4453633.135229,2
@ERR4453633.868706,2
@ERR4453633.64969,2
@ERR4453633.139703,2
@ERR4453633.6439,2
@ERR4453633.267123,2
@ERR4453633.370500,2
@ERR4453633.425902,2
@ERR4453633.467181,2
@ERR4453633.410922,2
@ERR4453633.262095,2
@ERR4453633.180395,2
@ERR4453633.101785,2
@ERR4453633.712700,2
@ERR4453633.779396,2
@ERR4453633.73170,2
@ERR4453633.921165,2
@ERR4453633.632285,2
@ERR4453633.175934,2
@ERR4453633.20080,2
@ERR4453633.506408,2
@ERR4453633.378341,2
@ERR4453633.676077,2
@ERR4453633.446838,2
@ERR4453633.534327,2
@ERR4453633.312805,2
@ERR4453633.31816,2
@ERR4453633.846903,2
@ERR4453633.59056,2
@ERR4453633.450779,2
@ERR4453633.723124,2
@ERR4453633.296016,2
@ERR4453633.81961,2
@ERR4453633.815981,2
@ERR4453633.513851,2
@ERR4453633.545710,2
@ERR4453633.300977,2
@ERR4453633.379889,2
@ERR4453633.431379,2
@ERR4453633.372741,2
